39;Patrick NAGY
94;Peter JONES
40;Angela MARIN
33;Ivan BRAUN
42;Francesco KOVÁCS
61;Jan HOFFMANN
27;Thomas POPOVA
66;Mario VARGA
38;David NAVARRO
31;Antonio WOLF
89;Patrick RICHTER
25;Jan FERNANDEZ
31;Francisco KOCH
67;Vladymyr SMITH
67;Patrick PETROVA
27;Nadezhda JENSEN
28;Ekaterina MUÑOZ
63;Valentyna KLEIN
98;Patrick KLEIN
22;Aleksandra MARTINEZ
33;Mario SCHMID
30;Claude PEREIRA
28;Maksim KRAVCHENKO
67;Aleksandr NAVARRO
59;Nykolai KLEIN
26;Svetlana POPOVA
35;Marina NAVARRO
40;Patrick MEYER
36;Valentyna MEYER
46;Nadezhda SMIRNOVA
37;Francesco ROSSI
32;Hans MÜLLER
59;Pavel RICHTER
68;Elisabeth SHEVCHENKO
75;Elena TAYLOR
13;Rosa DAVIES
65;Nykolai MEYER
85;Ana NOWAK
35;Piotr VARGA
32;Martin WILLIAMS
24;Pavel KLEIN
45;Nadezhda RUIZ
34;Alina HANSEN
36;Ekaterina IVANOVA
34;Valentyna SZABÓ
60;Anastasiya RUSSO
54;Mikhail MUÑOZ
38;Mario SCHÄFER
59;Anton ALVAREZ
40;Serhei TAYLOR
82;Karin BECKER
24;Angela WILSON
27;Dmitriy ALONSO
77;Francesco COSTA
27;Juan RODRIGUEZ
117;Jean FERNANDEZ
28;Andrea SMITH
30;Anne DAVIES
24;Marina SHEVCHENKO
49;Elena SCHULZ
27;Jose SMITH
43;Peter MEYER
47;Mario SCHNEIDER
67;Olga FERREIRA
36;Martin KOVÁCS
31;Manfred GUTIERREZ
35;Nadezhda MARTIN
28;Vera HOFFMANN
25;Peter NAVARRO
37;Richard GONZALEZ
106;Claude HOFFMANN
30;Andreas HUBER
30;Michael MILLER
28;Vasylyi TÓTH
30;Pavel SCHNEIDER
32;Andrei RICHTER
56;Natalya BECKER
56;Aleksey SCHÄFER
89;Piotr ALVAREZ
85;Maksim ALONSO
37;Natalya PETROV
27;Mária ALONSO
31;Sandra COSTA
115;Giovanni SIMON
80;Maria SMIRNOV
28;Werner SMIRNOV
21;Michael ZIMMERMANN
124;Andrei MILLER
27;Andrea MUÑOZ
40;Roman JENSEN
73;Brigitte HUBER
21;Giovanni DAVIES
38;Josef MEIER
51;Karin KUZNETSOV
38;Juan SIMON
33;Yuliya KARLSSON
48;Mariya BONDARENKO
55;Anastasiya SZABÓ
106;Richard ALONSO
30;Laura KOVÁCS
33;Maksim SCHMID
42;Andrei ALVAREZ
27;Aleksey SANCHEZ
102;Maryia TAYLOR
29;Claude MÜLLER
31;Mária SCHMID
64;Sergey SIMON
28;Jose MILLER
20;Vladymyr ROSSI
62;Maryia NAGY
50;Nadezhda MÜLLER
86;Lyubov SMIRNOV
26;Mariya KOVÁCS
23;Tatiana RAMOS
25;Richard MEIER
34;Martin SANCHEZ
51;Mária BROWN
84;David WEBER
60;Oksana WOLF
68;David SILVA
31;Tatyana PAVLOVA
31;Tatyana SZABÓ
30;Alexander DIAZ
53;Francisco SANTOS
35;Paul PEREIRA
39;Vladymyr COSTA
68;Claude SHEVCHENKO
31;Vera SHEVCHENKO
48;Aleksey SCHMIDT
30;Christine MAGOMEDOV
52;Vladimir IVANOV
28;Andreas NOWAK
23;Svetlana MARIN
34;Andrea KUZNETSOVA
59;Roman MARTIN
113;Ivan SHEVCHENKO
29;Patrick TAYLOR
30;Dmitriy ZIMMERMANN
54;Valentyna IVANOVA
45;Andrea ROSSI
25;Jose ROSSI
28;Igor SMITH
35;Mariya FERNANDEZ
87;Ivan DIAZ
29;Ivan MOROZOVA
35;Mario SILVA
39;Mario WEBER
90;David HOFFMANN
56;Nikolay HUBER
94;Manfred ANDERSSON
126;Olga ALVAREZ
44;Anastasiya FERREIRA
70;Dmitriy MORENO
61;Nykolai SCHMIDT
59;Darya RUSSO
26;Robert PETROVA
73;Elisabeth MARTINEZ
28;Denis MUÑOZ
28;Brigitte NOWAK
34;Natalya SIMON
33;Klaus TORRES
18;Andrea COSTA
63;Jose COSTA
29;Valentina DAVIES
165;Andrea GARCIA
31;Svetlana PEREZ
97;Ekaterina MAGOMEDOV
106;Juan EVANS
28;Vladymyr PETROVA
77;Giovanni DIAZ
32;Valentyna SCHMID
31;Giuseppe JOHANSSON
29;Anne GONZALEZ
74;Sergey EVANS
30;Roman KRAVCHENKO
31;Juan JENSEN
30;Giuseppe SMIRNOV
83;Alexander JIMENEZ
29;Giuseppe HERNANDEZ
26;Angela RUIZ
28;Piotr SILVA
28;Ana VARGA
28;Darya POPOV
61;Marie SMIRNOVA
73;Mariya SMITH
26;Francisco SIMON
51;Vera SANCHEZ
124;Ekaterina LOPEZ
82;Christian RODRIGUEZ
28;Christian GONZALEZ
28;Brigitte PAVLOVA
56;Roman RODRIGUEZ
28;Vladymyr THOMAS
33;Serhei COSTA
26;Evgeniy ZIMMERMANN
23;Vera SCHMIDT
39;Tomasz SANTOS
81;Daniel MARIN
149;Alina ALVAREZ
41;Denis RUSSO
24;Giuseppe SMITH
84;Maksim BAUER
65;Klaus BONDARENKO
31;Juan MARTIN
27;Tatyana LOPEZ
32;Daniel PETROVA
31;Olga WAGNER
78;Darya KOVALENKO
40;Natalya EVANS
29;Francesco SOKOLOVA
108;Michael BAUER
69;Irina GUTIERREZ
90;Sergey NAGY
39;Christine JOHNSON
26;Michel MARIN
52;Maria MUÑOZ
30;Jan NOVIKOVA
72;Aleksandra ZIMMERMANN
117;Olha TAYLOR
54;Alexander RUIZ
26;Denis POPOV
34;Oksana MÜLLER
53;Robert FERREIRA
53;Patrick WOLF
94;Aleksey GOMEZ
61;Mikhail HOFFMANN
105;Monika TAYLOR
32;Evgeniy RAMOS
61;Jean KLEIN
63;Daniel PEREZ
40;Barbara PEREIRA
30;Valentina NOVIKOVA
27;Monika NAGY
34;Valentyna GONZALEZ
45;Sergey MAGOMEDOV
88;Denis POPOVA
47;Christine ROBERTS
26;Francisco RUIZ
32;Igor COSTA
36;Francisco EVANS
70;Jean MEYER
116;Igor SHEVCHENKO
45;Monika SCHULZ
24;Paul ROBERTS
153;Michel PEREZ
59;Ivan RUIZ
31;Igor NIELSEN
33;Christian SMITH
89;Alina KRAVCHENKO
25;Andreas VARGA
21;Svetlana RICHTER
70;Mariya ROSSI
32;Tatiana KUZNETSOVA
29;Giovanni RUIZ
67;Jan JIMENEZ
39;Olha SCHÄFER
28;Giovanni PAVLOVA
86;Karin SMITH
31;Alina COSTA
62;Thomas RAMOS
53;Aleksandr KOVALENKO
72;Mariya COSTA
17;Olga MOROZOVA
31;Yuliya JOHNSON
30;Alina MAGOMEDOV
59;Tatiana SCHNEIDER
142;Valentyna PETROVA
96;Francisco MILLER
30;Nadezhda TORRES
24;Nykolai KARLSSON
30;Svetlana ALVAREZ
33;Brigitte VARGA
33;Maria GARCIA
20;Oksana FERNANDEZ
122;Sergey PAVLOVA
24;Daniel SOKOLOVA
133;Piotr NOVIKOVA
30;Vasylyi RICHTER
29;Elisabeth SZABÓ
25;Josef IVANOV
31;Wolfgang WILSON
20;Monika KOVÁCS
38;Maria POPOVA
37;Giuseppe COSTA
67;Vladimir HOFFMANN
48;Marina SCHNEIDER
62;Ana SILVA
80;Alexander PEREIRA
62;Anne SMIRNOV
63;Irina ANDERSSON
65;Olha RAMOS
57;Michael FERNANDEZ
43;Manfred WAGNER
34;Anastasiya PEREIRA
28;Giovanni BRAUN
95;Andrea RICHTER
25;Roman PETROV
57;Tatiana RUSSO
65;Andrea PETROVA
28;John JENSEN
21;Elena MARTINEZ
63;Maryia WOLF
17;Angela KOVÁCS
64;Christine TAYLOR
38;Nadezhda LOPEZ
48;Barbara TAYLOR
24;Eva ROMERO
72;Eva MÜLLER
40;Anna TAYLOR
30;Oksana BONDARENKO
33;Valentyna HUBER
26;Vasylyi MARTINEZ
20;Igor ALONSO
63;Daniel THOMAS
19;Mikhail GOMEZ
42;Nikolay VARGA
31;Mario VOLKOVA
67;Jose NAVARRO
40;Christine SCHULZ
61;Vladymyr ZIMMERMANN
109;Tatiana POPOV
27;Anna SCHULZ
30;Evgeniy HOFFMANN
65;Peter BECKER
21;Karin ROSSI
53;Monika GOMEZ
42;Peter PETROV
30;Lyubov KUZNETSOV
53;Peter HUBER
41;Yvan BECKER
34;Nikolay KUZNETSOVA
39;Igor SCHMID
32;Nadezhda KRAVCHENKO
30;Yvan PETROV
28;Sandra TAYLOR
52;John MARTIN
33;Daniel KARLSSON
66;Maria GOMEZ
32;Andrey RAMOS
63;Andrei ZIMMERMANN
33;Barbara ROBERTS
62;Alexander SHEVCHENKO
26;Svetlana KRAVCHENKO
27;Maryia LOPEZ
32;Eva VASILEVA
80;Martin GOMEZ
67;Andreas NIELSEN
29;Monika SCHMIDT
23;Karin SZABÓ
32;Lyubov SZABÓ
25;Anton SMIRNOV
61;Sandra SCHULZ
28;Nykolai DIAZ
35;Werner LOPEZ
25;Juan WOLF
30;Aleksandr WILSON
52;Thomas MAGOMEDOV
75;Aleksandra MAGOMEDOV
82;David ZIMMERMANN
67;Paul NAGY
27;Maryia MARTINEZ
25;Martin SANTOS
35;Angela WAGNER
48;Elisabeth ALONSO
27;Anastasiya EVANS
105;Maria KOVALENKO
27;Petra SMIRNOVA
34;John SIMON
39;Josef PAVLOVA
20;Vera IVANOV
27;Hans RICHTER
31;Martin KOVALENKO
35;Francesco RODRIGUEZ
26;Ivan ROSSI
63;Manfred RAMOS
31;Elisabeth RODRIGUEZ
25;Ekaterina DIAZ
26;Paul IVANOVA
86;Elisabeth SCHMID
35;Francisco BRAUN
60;Nykolai ZIMMERMANN
31;Brigitte WEBER
27;Ana MAGOMEDOV
61;Vera KUZNETSOV
96;Brigitte SILVA
58;Peter NOWAK
65;Nykolai FERREIRA
32;Lyubov KARLSSON
26;Jose VASILEVA
29;Evgeniy DIAZ
31;Hans ALVAREZ
36;Christian KOCH
77;Claude KRAVCHENKO
53;Juan TORRES
33;Andrei SMIRNOV
47;Hans MARTINEZ
34;Anna WOLF
27;Werner MILLER
28;Barbara PEREZ
33;Darya SIMON
34;Anton SCHÄFER
43;Pavel IVANOV
28;Ivan WILLIAMS
30;Anastasiya KUZNETSOV
85;Martin ROMERO
33;Paul MOROZOVA
30;Alexander ROBERTS
92;Maksim JONES
50;Ivan ROMERO
80;Vladymyr MOROZOVA
25;Anne BROWN
66;Anastasiya ROBERTS
77;Evgeniy RUSSO
93;Darya SHEVCHENKO
56;Elena KOVALENKO
24;Marta NAVARRO
30;Brigitte MÜLLER
96;Monika WOLF
38;Giovanni ZIMMERMANN
35;Elisabeth SANCHEZ
89;Patrick NOVIKOVA
162;Laura MARTINEZ
31;Michael NIELSEN
70;Petra ZIMMERMANN
23;Claude RICHTER
27;Nadezhda RICHTER
30;Aleksey JOHANSSON
17;Lyubov ALONSO
28;Nadezhda PETROVA
111;Valentina COSTA
73;Brigitte WOLF
36;Olga SMIRNOV
59;Roman JIMENEZ
33;Aleksandr JIMENEZ
85;Aleksey HERNANDEZ
85;Maksim KLEIN
29;Christian TAYLOR
44;Elisabeth SCHMIDT
68;Ivan NAVARRO
30;Sergey PEREIRA
37;Sandra FERRARI
32;Yvan VOLKOVA
63;Denis SIMON
73;Dmitriy MARTIN
37;Rosa SANTOS
57;Jan GUTIERREZ
34;Lyubov SCHMID
70;Ekaterina VASILEVA
92;Antonio MARIN
27;Mária SOKOLOVA
32;Jean WILSON
35;Elena IVANOV
26;Marie BROWN
26;Michael KLEIN
28;Thomas RUSSO
35;Anna NAVARRO
97;Josef RAMOS
101;Richard SANCHEZ
29;Eva VOLKOVA
51;Darya EVANS
65;Irina KOVÁCS
60;Daniel FERREIRA
24;Anne SANTOS
27;Thomas BECKER
26;Michael MEYER
33;Andrei SCHNEIDER
38;Thomas PETROV
50;Richard SMIRNOVA
107;Richard RAMOS
26;Rosa JOHANSSON
57;Svetlana GONZALEZ
23;Vladimir MUÑOZ
54;Thomas POPOV
30;Maryia KOVALENKO
32;Ekaterina RUIZ
18;Antonio PEREZ
26;Svetlana BECKER
52;Rosa HERNANDEZ
23;Anna MOROZOVA
55;Darya VOLKOVA
40;Roman RAMOS
86;Roman DIAZ
41;Barbara IVANOVA
61;Maksim RODRIGUEZ
64;Valentina KUZNETSOVA
62;Valentyna VARGA
96;Tatiana ALVAREZ
25;Elena GONZALEZ
82;Tatyana RODRIGUEZ
28;Christian DIAZ
34;Hans TAYLOR
62;Klaus TAYLOR
68;Evgeniy RUIZ
35;Nykolai VARGA
54;Elena BROWN
61;Giovanni SANTOS
18;Oksana VASILEVA
25;Aleksey WAGNER
33;Vasylyi GONZALEZ
29;Mario RICHTER
30;Jean HUBER
32;Petra SZABÓ
32;Ana MOROZOVA
70;Svetlana NAGY
18;Juan VASILEVA
28;Christine KOVALENKO
28;Peter VARGA
62;Yvan MARIN
34;Vasylyi MARIN
26;Maryia IVANOV
101;Paul PETROVA
23;Ivan MILLER
32;Maria NAGY
45;Andrey MOROZOVA
26;Mária KARLSSON
48;Lyubov FERREIRA
31;Petra BAUER
27;Laura BAUER
29;Roman WILLIAMS
81;Vasylyi DAVIES
63;Thomas SHEVCHENKO
77;Mario ALVAREZ
19;Sergey ZIMMERMANN
24;Manfred PAVLOVA
97;Robert SCHÄFER
31;Olga WILLIAMS
67;Olga ZIMMERMANN
28;Paul MUÑOZ
24;Richard FISCHER
21;Jan SMITH
32;Jan ANDERSSON
42;Andrey RUSSO
58;Josef KUZNETSOV
20;Manfred SCHNEIDER
65;Rosa ALVAREZ
89;Yvan PEREZ
51;Vladimir GARCIA
88;Vasylyi PEREZ
36;Serhei FERNANDEZ
28;Patrick IVANOV
36;Andrey FERNANDEZ
67;Manfred NAGY
35;Nykolai ALONSO
32;Ekaterina BECKER
32;Tatyana IVANOVA
67;Valentyna RODRIGUEZ
24;Valentina FERNANDEZ
29;Vladimir POPOVA
122;Ekaterina PETROV
26;David PEREIRA
20;Mikhail ZIMMERMANN
36;Alexander IVANOVA
68;Valentina SANTOS
30;Jean NOWAK
44;Andrea MOROZOVA
83;Alexander MARIN
35;Paul WOLF
90;Anne SMIRNOVA
31;Jean ANDERSSON
35;Nykolai SCHMID
21;Svetlana SMIRNOV
58;Sergey ROBERTS
34;Maksim SOKOLOVA
33;Christine ROSSI
61;Aleksandr BROWN
41;Mario JOHANSSON
36;Nykolai JOHANSSON
77;Giovanni SMITH
83;John BRAUN
27;Piotr TORRES
53;Natalya RODRIGUEZ
34;Klaus GONZALEZ
29;Vera TÓTH
54;Natalya VOLKOVA
36;Roman RUIZ
43;Francisco GUTIERREZ
52;Mario HERNANDEZ
56;Mario HOFFMANN
133;Marina GOMEZ
73;Nykolai HERNANDEZ
28;Aleksey BAUER
33;Wolfgang WAGNER
34;Anton HERNANDEZ
62;Andrei BECKER
32;Tomasz SCHMIDT
50;Claude WILSON
31;Juan SMITH
29;Pavel JOHANSSON
28;Tatyana DIAZ
49;Anne TÓTH
31;Peter PEREIRA
18;Klaus MEIER
27;Aleksandra FERRARI
37;Rosa MILLER
107;Darya RODRIGUEZ
35;Giuseppe MOROZOVA
29;Giovanni MARTINEZ
54;Valentina ROMERO
31;Paul POPOVA
45;Rosa BROWN
42;Andrea BECKER
36;Petra SCHMID
94;Angela LOPEZ
20;Valentyna SILVA
29;Andrea PETROV
26;Jan ROSSI
109;Aleksandr BONDARENKO
36;John KARLSSON
33;Patrick ANDERSSON
60;Aleksey HOFFMANN
36;Valentina MÜLLER
35;Tatiana EVANS
23;Roman THOMAS
38;Aleksey NAVARRO
28;Martin NOVIKOVA
30;Barbara PETROVA
22;Alexander KRAVCHENKO
51;Michel FISCHER
67;Olha IVANOV
32;Nadezhda SCHULZ
22;Martin NAVARRO
30;Pavel WEBER
92;Peter SILVA
65;Monika IVANOV
39;Andrea MAGOMEDOV
68;Monika NOVIKOVA
27;Nikolay JIMENEZ
50;Mária PAVLOVA
60;Eva BAUER
46;Mária FERREIRA
55;Giovanni VOLKOVA
22;Hans SCHNEIDER
26;Nykolai NAVARRO
27;Tomasz RODRIGUEZ
58;Natalya SMITH
34;Eva PETROVA
56;Serhei JIMENEZ
24;Yvan THOMAS
108;Maksim SANCHEZ
93;David JOHNSON
53;Petra KOCH
33;Darya WILSON
90;Yvan ALVAREZ
37;Tatiana SOKOLOVA
119;John ALVAREZ
29;Giovanni ROSSI
63;Aleksandr HOFFMANN
57;Antonio HERNANDEZ
28;Denis BRAUN
27;David KUZNETSOV
29;Yvan GUTIERREZ
48;Francesco ALONSO
28;Darya RICHTER
32;Richard RUSSO
32;Maria KUZNETSOV
53;Christine KOVÁCS
102;Denis PETROV
63;Anna BAUER
32;Maksim SCHMIDT
45;Aleksandr JOHNSON
27;Roman JOHNSON
36;Irina SZABÓ
33;Giovanni COSTA
95;David ROBERTS
30;Evgeniy SIMON
35;Marina JOHNSON
94;Alina SANTOS
44;Josef POPOV
58;Claude KLEIN
28;Sergey ROSSI
51;Paul WILLIAMS
93;Tatyana PETROVA
119;Nadezhda KOVALENKO
21;Vladymyr WILLIAMS
24;Brigitte GONZALEZ
80;Irina SCHNEIDER
22;Darya KOCH
50;Francesco SCHMID
33;Mariya MOROZOVA
69;Juan COSTA
34;Claude MEYER
51;Richard POPOV
31;Yuliya WILLIAMS
56;Denis FERRARI
28;Anastasiya PETROVA
27;Daniel ZIMMERMANN
17;David MEIER
26;Tatyana RUIZ
35;Dmitriy BONDARENKO
65;Manfred SZABÓ
57;Elena FISCHER
31;Vladimir MEYER
26;Josef GARCIA
69;Thomas PEREIRA
61;Marta MOROZOVA
30;Manfred PEREIRA
59;Nykolai SCHÄFER
49;Roman POPOV
26;Monika BAUER
65;Maksim GUTIERREZ
63;Valentina MILLER
25;Svetlana WOLF
33;Michel MUÑOZ
27;Robert POPOV
32;Thomas SIMON
58;Josef POPOVA
73;Peter HANSEN
50;Patrick FERRARI
64;Svetlana LOPEZ
53;Maria WOLF
26;Marie MORENO
20;Yvan HANSEN
34;Tatiana KARLSSON
27;Elena KUZNETSOV
56;Christine IVANOV
29;Manfred NOVIKOVA
54;Natalya ROSSI
23;Piotr KUZNETSOV
39;Yuliya KOVÁCS
139;Maksim HUBER
63;Maksim FISCHER
67;Maria BECKER
36;Jose JIMENEZ
98;Maria PETROV
49;Ana SZABÓ
35;Pavel FERRARI
68;Petra JONES
70;Mariya BECKER
25;Mariya PETROV
28;John FERREIRA
34;Natalya COSTA
69;Elisabeth SMIRNOVA
52;Rosa GONZALEZ
31;Marina JENSEN
23;Juan TAYLOR
23;Francisco ROSSI
30;Ivan HERNANDEZ
33;Manfred WOLF
25;Sandra IVANOV
30;Alexander GONZALEZ
67;Brigitte SZABÓ
50;Aleksandra KOVALENKO
59;Andrey KOVÁCS
101;Juan SCHNEIDER
49;Petra DIAZ
32;Ekaterina GOMEZ
63;Ekaterina NIELSEN
24;Mária PEREZ
21;Maksim FERREIRA
32;Evgeniy BONDARENKO
84;Anton SZABÓ
113;Werner KOCH
40;Piotr MEIER
26;Francisco COSTA
47;Valentina VOLKOVA
28;Natalya KOCH
74;Aleksandr TÓTH
20;Maria RODRIGUEZ
32;Petra KLEIN
31;Thomas MÜLLER
21;Francisco BECKER
80;Laura KLEIN
23;Jan MARTINEZ
29;Andrei GOMEZ
35;Natalya RICHTER
33;Thomas EVANS
81;Francisco SANCHEZ
30;Daniel SCHÄFER
26;Anastasiya NAGY
102;Christian FISCHER
35;Piotr KARLSSON
109;Martin RODRIGUEZ
69;Elisabeth BROWN
32;Oksana RAMOS
69;Olga MORENO
74;Mario NOVIKOVA
53;Maryia KUZNETSOV
37;Thomas THOMAS
41;Maksim NOWAK
31;Manfred ALONSO
92;Darya DIAZ
39;Tatiana JOHANSSON
84;Daniel LOPEZ
28;John GUTIERREZ
30;Monika JOHANSSON
105;Rosa TÓTH
18;Wolfgang KOCH
97;Francisco SCHMIDT
33;Olha HOFFMANN
63;Tatiana HERNANDEZ
26;Andrey KUZNETSOVA
58;Andrey SIMON
58;Vera GARCIA
31;Tatiana SZABÓ
56;Michael NOWAK
56;Robert KOCH
54;Svetlana THOMAS
32;Thomas KRAVCHENKO
29;Michel LOPEZ
30;Manfred SCHMID
33;Vera POPOVA
25;Natalya GUTIERREZ
59;Svetlana FERNANDEZ
35;Antonio WILSON
31;Aleksey JONES
49;Olha NAGY
19;Elena MUÑOZ
30;Dmitriy BAUER
48;Karin PEREIRA
21;Vera MARTINEZ
31;Robert KUZNETSOVA
24;Elena RODRIGUEZ
28;Alexander SZABÓ
26;David IVANOVA
29;Antonio BONDARENKO
58;Serhei MUÑOZ
24;Nykolai FERNANDEZ
23;Giovanni RICHTER
80;Mario SMIRNOV
149;Marta JIMENEZ
30;Pavel GARCIA
90;Giovanni PETROVA
30;Vasylyi KUZNETSOV
109;Alina MILLER
31;John THOMAS
35;Lyubov SCHÄFER
31;Jose ZIMMERMANN
18;Andrea WILLIAMS
42;Yvan NAGY
124;Robert FERRARI
31;Ana SCHMID
27;Aleksandr IVANOVA
41;Pavel POPOVA
56;Roman IVANOVA
28;Rosa SMIRNOV
50;Tomasz GONZALEZ
70;Petra PEREIRA
33;Aleksey KLEIN
33;Vladymyr NAGY
31;Jan MORENO
60;Anton ALONSO
65;Tatiana FERREIRA
56;Ana JIMENEZ
29;Dmitriy KARLSSON
24;Irina KUZNETSOVA
30;Francisco FISCHER
67;Sergey PETROVA
105;Thomas HANSEN
22;Monika NAVARRO
33;Andrey EVANS
33;Yuliya HANSEN
23;Ivan JIMENEZ
24;Petra RUIZ
32;Aleksandr NOVIKOVA
66;Werner DIAZ
27;Wolfgang FISCHER
79;Jose PEREIRA
107;Marina VASILEVA
85;Christian IVANOV
36;Anton MARIN
35;Andrey SZABÓ
23;Anton SCHMID
29;Natalya DIAZ
32;Anna JIMENEZ
33;Francesco WILLIAMS
30;Olha MAGOMEDOV
23;Christine ZIMMERMANN
23;Svetlana HANSEN
32;Denis GUTIERREZ
49;John ANDERSSON
35;Maryia MUÑOZ
27;Ekaterina THOMAS
66;Yuliya SCHMID
57;Oksana SMIRNOV
18;Michael SZABÓ
59;Mária MÜLLER
31;Elena GARCIA
35;Irina VASILEVA
68;Darya SMIRNOVA
53;Vladymyr SANTOS
24;Serhei JOHNSON
27;Karin MÜLLER
63;Anna KUZNETSOVA
29;Svetlana SMIRNOVA
22;Anastasiya ROSSI
29;Maria KOVÁCS
46;Jose SOKOLOVA
48;Laura ALONSO
53;Serhei GARCIA
24;Anton PEREZ
34;Andrei SZABÓ
28;Mikhail THOMAS
37;Eva KLEIN
31;Nadezhda GOMEZ
53;Werner FERREIRA
63;Anne MAGOMEDOV
51;Serhei POPOVA
